Date,Temp_Max(° F),Temp_Avg(° F),Temp_Min(° F),Dew_Max(° F),Dew_Avg(° F),Dew_Min(° F),Humidity_Max(%),Humidity_Avg(%),Humidity_Min(%),Wind_Speed_Max(mph),Wind_Speed_Avg(mph),Wind_Speed_Min(mph),Pressure_Max(Hg),Pressure_Avg(Hg),Pressure_Min(Hg),Precipitation(in)
2020-07-19,     81, 70.2, 63,        63, 58.2, 55,      88, 67.5, 44,     16, 7.5, 1,      30.0, 29.9, 29.9,   0.00,   Hamburg,    Hamburg,    Germany
2020-07-20,     70, 62.6, 55,        59, 51.5, 43,      94, 69.8, 38,     18, 9.9, 2,      30.1, 30.0, 29.9,   0.00,   Hamburg,    Hamburg,    Germany
2020-07-21,     66, 57.8, 48,        54, 49.4, 46,      100, 75.7, 49,    17, 6.9, 1,      30.1, 30.1, 30.1,   0.00,   Hamburg,    Hamburg,    Germany
2020-07-22,     66, 58.4, 48,        54, 48.9, 46,      100, 73.2, 49,    13, 5.5, 0,      30.1, 30.1, 30.1,   0.00,   Hamburg,    Hamburg,    Germany
2020-07-23,     72, 62.7, 52,        57, 49.5, 45,      94, 64.5, 40,     14, 4.9, 1,      30.1, 30.0, 29.8,   0.00,   Hamburg,    Hamburg,    Germany
2020-07-24,     73, 65.0, 61,        59, 55.2, 52,      83, 71.4, 50,     20, 9.4, 2,      29.8, 29.8, 29.7,   0.00,   Hamburg,    Hamburg,    Germany
2020-07-25,     73, 64.7, 54,        63, 57.0, 52,      100, 78.0, 53,    18, 8.3, 1,      29.8, 29.8, 29.7,   0.00,   Hamburg,    Hamburg,    Germany
2020-07-26,     72, 65.7, 57,        63, 58.8, 55,      100, 80.0, 57,    16, 9.6, 1,      29.9, 29.7, 29.6,   0.00,   Hamburg,    Hamburg,    Germany
2020-07-27,     70, 64.6, 55,        59, 56.8, 55,      100, 77.3, 60,    13, 7.1, 0,      29.9, 29.9, 29.7,   0.00,   Hamburg,    Hamburg,    Germany
2020-07-28,     72, 65.3, 57,        63, 54.0, 48,      94, 67.5, 46,     17, 11.9, 6,     29.9, 29.7, 29.6,   0.00,   Hamburg,    Hamburg,    Germany
2020-07-29,     66, 60.8, 55,        54, 49.3, 46,      88, 66.6, 49,     18, 12.6, 7,     30.0, 29.9, 29.8,   0.00,   Hamburg,    Hamburg,    Germany
2020-07-30,     68, 60.4, 54,        54, 49.5, 48,      88, 68.2, 49,     13, 7.6, 1,      30.1, 30.1, 30.0,   0.00,   Hamburg,    Hamburg,    Germany
2020-07-31,     79, 65.7, 50,        57, 53.3, 50,      100, 67.7, 44,    10, 3.6, 0,      30.1, 30.0, 30.0,   0.00,   Hamburg,    Hamburg,    Germany
